Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Coffee Type,Roast Type,Size,Unit Price,Sales,Coffee Type Name,Roast Type Name,Loyalty Card
WXG-25759-236,10-Mar-2021,39919-06540-ZI,E-L-2.5,2,Winn Keyse,wkeyse40@apple.com,United States,Exc,L,2.5 kg,$34.16,$68.31,Excelsa,Light,Yes
QNA-31113-984,07-Apr-2019,60512-78550-WS,L-M-0.2,4,Osmund Clausen-Thue,oclausenthue41@marriott.com,United States,Lib,M,0.2 kg,$4.37,$17.46,Liberica,Medium,No
ZWI-52029-159,12-Jul-2020,40172-12000-AU,L-M-1,3,Leonore Francisco,lfrancisco42@fema.gov,United States,Lib,M,1.0 kg,$14.55,$43.65,Liberica,Medium,No
ZWI-52029-159,12-Jul-2020,40172-12000-AU,E-M-1,2,Leonore Francisco,lfrancisco42@fema.gov,United States,Exc,M,1.0 kg,$13.75,$27.50,Excelsa,Medium,No
DFS-49954-707,21-Dec-2021,39019-13649-CL,E-D-0.2,5,Giacobo Skingle,gskingle44@clickbank.net,United States,Exc,D,0.2 kg,$3.65,$18.23,Excelsa,Dark,Yes
VYP-89830-878,04-Oct-2020,12715-05198-QU,A-M-2.5,2,Gerard Pirdy,0,United States,Ara,M,2.5 kg,$25.88,$51.75,Arabica,Medium,Yes
AMT-40418-362,08-Aug-2020,04513-76520-QO,L-D-1,1,Jacinthe Balsillie,jbalsillie46@princeton.edu,United States,Lib,D,1.0 kg,$12.95,$12.95,Liberica,Dark,Yes
NFQ-23241-793,11-Oct-2020,88446-59251-SQ,A-M-1,3,Quinton Fouracres,0,United States,Ara,M,1.0 kg,$11.25,$33.75,Arabica,Medium,Yes
JQK-64922-985,10-Nov-2021,23779-10274-KN,R-M-2.5,3,Bettina Leffek,bleffek48@ning.com,United States,Rob,M,2.5 kg,$22.89,$68.66,Robusta,Medium,Yes
YET-17732-678,20-Jun-2021,57235-92842-DK,R-D-0.2,1,Hetti Penson,0,United States,Rob,D,0.2 kg,$2.69,$2.69,Robusta,Dark,No
NKW-24945-846,04-Oct-2021,75977-30364-AY,A-D-2.5,5,Jocko Pray,jpray4a@youtube.com,United States,Ara,D,2.5 kg,$22.89,$114.43,Arabica,Dark,No
VKA-82720-513,24-Jun-2019,12299-30914-NG,A-M-2.5,6,Grete Holborn,gholborn4b@ow.ly,United States,Ara,M,2.5 kg,$25.88,$155.25,Arabica,Medium,Yes
THA-60599-417,26-Oct-2019,59971-35626-YJ,A-M-2.5,3,Fielding Keinrat,fkeinrat4c@dailymail.co.uk,United States,Ara,M,2.5 kg,$25.88,$77.63,Arabica,Medium,Yes
MEK-39769-035,27-Jun-2021,15380-76513-PS,R-D-2.5,3,Paulo Yea,pyea4d@aol.com,Ireland,Rob,D,2.5 kg,$20.59,$61.76,Robusta,Dark,No
JAF-18294-750,06-Sep-2019,73564-98204-EY,R-D-2.5,6,Say Risborough,0,United States,Rob,D,2.5 kg,$20.59,$123.51,Robusta,Dark,Yes
TME-59627-221,30-Apr-2021,72282-40594-RX,L-L-2.5,6,Alexa Sizey,0,United States,Lib,L,2.5 kg,$36.46,$218.73,Liberica,Light,No
UDG-65353-824,07-Jan-2020,17514-94165-RJ,E-M-0.5,4,Kari Swede,kswede4g@addthis.com,United States,Exc,M,0.5 kg,$8.25,$33.00,Excelsa,Medium,No
ENQ-42923-176,11-Jan-2021,56248-75861-JX,A-L-0.5,3,Leontine Rubrow,lrubrow4h@microsoft.com,United States,Ara,L,0.5 kg,$7.77,$23.31,Arabica,Light,No
CBT-55781-720,15-Nov-2021,97855-54761-IS,E-D-0.5,3,Dottie Tift,dtift4i@netvibes.com,United States,Exc,D,0.5 kg,$7.29,$21.87,Excelsa,Dark,Yes
NEU-86533-016,03-Jun-2019,96544-91644-IT,R-D-0.2,6,Gerardo Schonfeld,gschonfeld4j@oracle.com,United States,Rob,D,0.2 kg,$2.69,$16.11,Robusta,Dark,No
BYU-58154-603,17-Dec-2020,51971-70393-QM,E-D-0.5,4,Claiborne Feye,cfeye4k@google.co.jp,Ireland,Exc,D,0.5 kg,$7.29,$29.16,Excelsa,Dark,No
EHJ-05910-257,07-Feb-2021,06812-11924-IK,R-D-1,6,Mina Elstone,0,United States,Rob,D,1.0 kg,$8.95,$53.70,Robusta,Dark,Yes
EIL-44855-309,15-Mar-2021,59741-90220-OW,R-D-0.5,5,Sherman Mewrcik,0,United States,Rob,D,0.5 kg,$5.37,$26.85,Robusta,Dark,Yes
HCA-87224-420,04-Aug-2022,62682-27930-PD,E-M-0.5,5,Tamarah Fero,tfero4n@comsenz.com,United States,Exc,M,0.5 kg,$8.25,$41.25,Excelsa,Medium,Yes
ABO-29054-365,19-Jan-2019,00256-19905-YG,A-M-0.5,6,Stanislaus Valsler,0,Ireland,Ara,M,0.5 kg,$6.75,$40.50,Arabica,Medium,No
TKN-58485-031,23-Mar-2022,38890-22576-UI,R-D-1,2,Felita Dauney,fdauney4p@sphinn.com,Ireland,Rob,D,1.0 kg,$8.95,$17.90,Robusta,Dark,No
RCK-04069-371,07-Oct-2021,94573-61802-PH,E-L-2.5,2,Serena Earley,searley4q@youku.com,United Kingdom,Exc,L,2.5 kg,$34.16,$68.31,Excelsa,Light,No
IRJ-67095-738,20-Mar-2019,86447-02699-UT,E-M-2.5,2,Minny Chamberlayne,mchamberlayne4r@bigcartel.com,United States,Exc,M,2.5 kg,$31.63,$63.25,Excelsa,Medium,Yes
VEA-31961-977,15-Dec-2021,51432-27169-KN,E-D-0.5,3,Bartholemy Flaherty,bflaherty4s@moonfruit.com,Ireland,Exc,D,0.5 kg,$7.29,$21.87,Excelsa,Dark,No
BAF-42286-205,08-Jun-2022,43074-00987-PB,R-M-2.5,4,Oran Colbeck,ocolbeck4t@sina.com.cn,United States,Rob,M,2.5 kg,$22.89,$91.54,Robusta,Medium,No
WOR-52762-511,14-Dec-2019,04739-85772-QT,E-L-2.5,6,Elysee Sketch,0,United States,Exc,L,2.5 kg,$34.16,$204.93,Excelsa,Light,Yes
ZWK-03995-815,10-Apr-2021,28279-78469-YW,E-M-2.5,2,Ethelda Hobbing,ehobbing4v@nsw.gov.au,United States,Exc,M,2.5 kg,$31.63,$63.25,Excelsa,Medium,Yes
CKF-43291-846,10-Mar-2020,91829-99544-DS,E-L-2.5,1,Odille Thynne,othynne4w@auda.org.au,United States,Exc,L,2.5 kg,$34.16,$34.16,Excelsa,Light,Yes
RMW-74160-339,16-Oct-2020,38978-59582-JP,R-L-2.5,4,Emlynne Heining,eheining4x@flickr.com,United States,Rob,L,2.5 kg,$27.49,$109.94,Robusta,Light,Yes
FMT-94584-786,08-Oct-2019,86504-96610-BH,A-L-1,2,Katerina Melloi,kmelloi4y@imdb.com,United States,Ara,L,1.0 kg,$12.95,$25.90,Arabica,Light,No
NWT-78222-575,31-Dec-2019,75986-98864-EZ,A-D-0.2,1,Tiffany Scardafield,0,Ireland,Ara,D,0.2 kg,$2.99,$2.99,Arabica,Dark,No
EOI-02511-919,20-Mar-2020,66776-88682-RG,E-L-0.2,5,Abrahan Mussen,amussen50@51.la,United States,Exc,L,0.2 kg,$4.46,$22.28,Excelsa,Light,No
EOI-02511-919,20-Mar-2020,66776-88682-RG,A-D-0.5,5,Abrahan Mussen,amussen50@51.la,United States,Ara,D,0.5 kg,$5.97,$29.85,Arabica,Dark,No
UCT-03935-589,29-Mar-2021,85851-78384-DM,R-D-0.5,6,Anny Mundford,amundford52@nbcnews.com,United States,Rob,D,0.5 kg,$5.37,$32.22,Robusta,Dark,No
SBI-60013-494,12-Nov-2021,55232-81621-BX,E-M-0.2,2,Tory Walas,twalas53@google.ca,United States,Exc,M,0.2 kg,$4.13,$8.25,Excelsa,Medium,No
QRA-73277-814,20-Jul-2021,80310-92912-JA,A-L-0.5,4,Isa Blazewicz,iblazewicz54@thetimes.co.uk,United States,Ara,L,0.5 kg,$7.77,$31.08,Arabica,Light,No
EQE-31648-909,18-Jan-2019,19821-05175-WZ,E-D-0.5,5,Angie Rizzetti,arizzetti55@naver.com,United States,Exc,D,0.5 kg,$7.29,$36.45,Excelsa,Dark,Yes
QOO-24615-950,07-Aug-2019,01338-83217-GV,R-M-2.5,3,Mord Meriet,mmeriet56@noaa.gov,United States,Rob,M,2.5 kg,$22.89,$68.66,Robusta,Medium,No
WDV-73864-037,13-Mar-2022,66044-25298-TA,L-M-0.5,5,Lawrence Pratt,lpratt57@netvibes.com,United States,Lib,M,0.5 kg,$8.73,$43.65,Liberica,Medium,Yes
PKR-88575-066,17-May-2022,28728-47861-TZ,E-L-0.2,1,Astrix Kitchingham,akitchingham58@com.com,United States,Exc,L,0.2 kg,$4.46,$4.46,Excelsa,Light,Yes
BWR-85735-955,14-Dec-2019,32638-38620-AX,L-M-1,3,Burnard Bartholin,bbartholin59@xinhuanet.com,United States,Lib,M,1.0 kg,$14.55,$43.65,Liberica,Medium,Yes
YFX-64795-136,15-Jan-2020,83163-65741-IH,L-M-2.5,1,Madelene Prinn,mprinn5a@usa.gov,United States,Lib,M,2.5 kg,$33.47,$33.47,Liberica,Medium,Yes
DDO-71442-967,12-Apr-2019,89422-58281-FD,L-D-0.2,5,Alisun Baudino,abaudino5b@netvibes.com,United States,Lib,D,0.2 kg,$3.89,$19.43,Liberica,Dark,Yes
ILQ-11027-588,29-Mar-2020,76293-30918-DQ,E-D-1,6,Philipa Petrushanko,ppetrushanko5c@blinklist.com,Ireland,Exc,D,1.0 kg,$12.15,$72.90,Excelsa,Dark,Yes
KRZ-13868-122,24-Mar-2022,86779-84838-EJ,E-L-1,3,Kimberli Mustchin,0,United States,Exc,L,1.0 kg,$14.85,$44.55,Excelsa,Light,No
VRM-93594-914,21-Jul-2021,66806-41795-MX,E-D-0.5,5,Emlynne Laird,elaird5e@bing.com,United States,Exc,D,0.5 kg,$7.29,$36.45,Excelsa,Dark,No
HXL-22497-359,06-Aug-2019,64875-71224-UI,A-L-1,3,Marlena Howsden,mhowsden5f@infoseek.co.jp,United States,Ara,L,1.0 kg,$12.95,$38.85,Arabica,Light,No
NOP-21394-646,23-May-2021,16982-35708-BZ,E-L-0.5,6,Nealson Cuttler,ncuttler5g@parallels.com,United States,Exc,L,0.5 kg,$8.91,$53.46,Excelsa,Light,No
NOP-21394-646,23-May-2021,16982-35708-BZ,L-D-2.5,2,Nealson Cuttler,ncuttler5g@parallels.com,United States,Lib,D,2.5 kg,$29.79,$59.57,Liberica,Dark,No
NOP-21394-646,23-May-2021,16982-35708-BZ,L-D-2.5,3,Nealson Cuttler,ncuttler5g@parallels.com,United States,Lib,D,2.5 kg,$29.79,$89.36,Liberica,Dark,No
NOP-21394-646,23-May-2021,16982-35708-BZ,L-L-0.5,4,Nealson Cuttler,ncuttler5g@parallels.com,United States,Lib,L,0.5 kg,$9.51,$38.04,Liberica,Light,No
NOP-21394-646,23-May-2021,16982-35708-BZ,E-M-1,3,Nealson Cuttler,ncuttler5g@parallels.com,United States,Exc,M,1.0 kg,$13.75,$41.25,Excelsa,Medium,No
FTV-77095-168,08-Apr-2021,66708-26678-QK,L-L-0.5,6,Adriana Lazarus,0,United States,Lib,L,0.5 kg,$9.51,$57.06,Liberica,Light,No
BOR-02906-411,17-Oct-2021,08743-09057-OO,L-D-2.5,6,Tallie felip,tfelip5m@typepad.com,United States,Lib,D,2.5 kg,$29.79,$178.71,Liberica,Dark,Yes
WMP-68847-770,16-Feb-2022,37490-01572-JW,L-L-0.2,1,Vanna Le - Count,vle5n@disqus.com,United States,Lib,L,0.2 kg,$4.76,$4.76,Liberica,Light,No
TMO-22785-872,15-Jul-2020,01811-60350-CU,E-M-1,6,Sarette Ducarel,0,United States,Exc,M,1.0 kg,$13.75,$82.50,Excelsa,Medium,No
TJG-73587-353,22-Feb-2020,24766-58139-GT,R-D-0.2,3,Kendra Glison,0,United States,Rob,D,0.2 kg,$2.69,$8.06,Robusta,Dark,Yes
OOU-61343-455,15-Jan-2021,90123-70970-NY,A-M-1,2,Nertie Poolman,npoolman5q@howstuffworks.com,United States,Ara,M,1.0 kg,$11.25,$22.50,Arabica,Medium,No
RMA-08327-369,11-Jan-2021,93809-05424-MG,A-M-0.5,6,Orbadiah Duny,oduny5r@constantcontact.com,United States,Ara,M,0.5 kg,$6.75,$40.50,Arabica,Medium,Yes
SFB-97929-779,08-Apr-2022,85425-33494-HQ,E-D-0.5,4,Constance Halfhide,chalfhide5s@google.ru,Ireland,Exc,D,0.5 kg,$7.29,$29.16,Excelsa,Dark,Yes
AUP-10128-606,01-Oct-2020,54387-64897-XC,A-M-0.5,1,Fransisco Malecky,fmalecky5t@list-manage.com,United Kingdom,Ara,M,0.5 kg,$6.75,$6.75,Arabica,Medium,No
YTW-40242-005,28-Oct-2019,01035-70465-UO,L-D-1,4,Anselma Attwater,aattwater5u@wikia.com,United States,Lib,D,1.0 kg,$12.95,$51.80,Liberica,Dark,Yes
PRP-53390-819,28-Mar-2021,84260-39432-ML,E-L-0.5,6,Minette Whellans,mwhellans5v@mapquest.com,United States,Exc,L,0.5 kg,$8.91,$53.46,Excelsa,Light,No
GSJ-01065-125,31-Mar-2020,69779-40609-RS,E-D-0.2,4,Dael Camilletti,dcamilletti5w@businesswire.com,United States,Exc,D,0.2 kg,$3.65,$14.58,Excelsa,Dark,Yes
YQU-65147-580,26-Mar-2022,80247-70000-HT,R-D-2.5,1,Emiline Galgey,egalgey5x@wufoo.com,United States,Rob,D,2.5 kg,$20.59,$20.59,Robusta,Dark,No
QPM-95832-683,06-Nov-2019,35058-04550-VC,L-L-1,2,Murdock Hame,mhame5y@newsvine.com,Ireland,Lib,L,1.0 kg,$15.85,$31.70,Liberica,Light,No
BNQ-88920-567,30-Dec-2019,27226-53717-SY,L-D-0.2,6,Ilka Gurnee,igurnee5z@usnews.com,United States,Lib,D,0.2 kg,$3.89,$23.31,Liberica,Dark,No
PUX-47906-110,01-Oct-2021,02002-98725-CH,L-M-1,4,Alfy Snowding,asnowding60@comsenz.com,United States,Lib,M,1.0 kg,$14.55,$58.20,Liberica,Medium,Yes
COL-72079-610,09-Dec-2020,38487-01549-MV,E-L-0.5,4,Godfry Poinsett,gpoinsett61@berkeley.edu,United States,Exc,L,0.5 kg,$8.91,$35.64,Excelsa,Light,No
LBC-45686-819,01-May-2021,98573-41811-EQ,A-M-1,5,Rem Furman,rfurman62@t.co,Ireland,Ara,M,1.0 kg,$11.25,$56.25,Arabica,Medium,Yes
BLQ-03709-265,04-Aug-2022,72463-75685-MV,R-L-0.2,3,Charis Crosier,ccrosier63@xrea.com,United States,Rob,L,0.2 kg,$3.59,$10.76,Robusta,Light,No
BLQ-03709-265,04-Aug-2022,72463-75685-MV,R-M-0.2,5,Charis Crosier,ccrosier63@xrea.com,United States,Rob,M,0.2 kg,$2.99,$14.93,Robusta,Medium,No
VFZ-91673-181,13-Nov-2021,10225-91535-AI,A-L-1,6,Lenka Rushmer,lrushmer65@europa.eu,United States,Ara,L,1.0 kg,$12.95,$77.70,Arabica,Light,Yes
WKD-81956-870,16-Sep-2020,48090-06534-HI,L-D-0.5,3,Waneta Edinborough,wedinborough66@github.io,United States,Lib,D,0.5 kg,$7.77,$23.31,Liberica,Dark,No
TNI-91067-006,05-Oct-2020,80444-58185-FX,E-L-1,4,Bobbe Piggott,0,United States,Exc,L,1.0 kg,$14.85,$59.40,Excelsa,Light,Yes
IZA-61469-812,06-Jan-2020,13561-92774-WP,L-D-2.5,4,Ketty Bromehead,kbromehead68@un.org,United States,Lib,D,2.5 kg,$29.79,$119.14,Liberica,Dark,Yes
PSS-22466-862,21-May-2021,11550-78378-GE,R-L-0.2,4,Elsbeth Westerman,ewesterman69@si.edu,Ireland,Rob,L,0.2 kg,$3.59,$14.34,Robusta,Light,No
REH-56504-397,26-Feb-2020,90961-35603-RP,A-M-2.5,5,Anabelle Hutchens,ahutchens6a@amazonaws.com,United States,Ara,M,2.5 kg,$25.88,$129.38,Arabica,Medium,No
ALA-62598-016,19-Feb-2020,57145-03803-ZL,R-D-0.2,6,Noak Wyvill,nwyvill6b@naver.com,United Kingdom,Rob,D,0.2 kg,$2.69,$16.11,Robusta,Dark,Yes
EYE-70374-835,29-Jun-2021,89115-11966-VF,R-L-0.2,5,Beltran Mathon,bmathon6c@barnesandnoble.com,United States,Rob,L,0.2 kg,$3.59,$17.93,Robusta,Light,No
CCZ-19589-212,27-Mar-2021,05754-41702-FG,L-M-0.2,2,Kristos Streight,kstreight6d@about.com,United States,Lib,M,0.2 kg,$4.37,$8.73,Liberica,Medium,No
BPT-83989-157,27-Oct-2021,84269-49816-ML,A-M-2.5,2,Portie Cutchie,pcutchie6e@globo.com,United States,Ara,M,2.5 kg,$25.88,$51.75,Arabica,Medium,No
YFH-87456-208,12-Jun-2019,23600-98432-ME,L-M-0.2,2,Sinclare Edsell,0,United States,Lib,M,0.2 kg,$4.37,$8.73,Liberica,Medium,Yes
JLN-14700-924,28-Jun-2020,79058-02767-CP,L-L-0.2,5,Conny Gheraldi,cgheraldi6g@opera.com,United Kingdom,Lib,L,0.2 kg,$4.76,$23.78,Liberica,Light,No
JVW-22582-137,23-Mar-2021,89208-74646-UK,E-M-0.2,5,Beryle Kenwell,bkenwell6h@over-blog.com,United States,Exc,M,0.2 kg,$4.13,$20.63,Excelsa,Medium,No
LAA-41879-001,10-Feb-2022,11408-81032-UR,L-L-2.5,1,Tomas Sutty,tsutty6i@google.es,United States,Lib,L,2.5 kg,$36.46,$36.46,Liberica,Light,No
BRV-64870-915,16-Apr-2019,32070-55528-UG,L-L-2.5,5,Samuele Ales0,0,Ireland,Lib,L,2.5 kg,$36.46,$182.28,Liberica,Light,No
RGJ-12544-083,12-Feb-2020,48873-84433-PN,L-D-2.5,3,Carlie Harce,charce6k@cafepress.com,Ireland,Lib,D,2.5 kg,$29.79,$89.36,Liberica,Dark,No
JJX-83339-346,02-Jan-2022,32928-18158-OW,R-L-0.2,1,Craggy Bril,0,United States,Rob,L,0.2 kg,$3.59,$3.59,Robusta,Light,Yes
BIU-21970-705,07-Dec-2020,89711-56688-GG,R-M-2.5,2,Friederike Drysdale,fdrysdale6m@symantec.com,United States,Rob,M,2.5 kg,$22.89,$45.77,Robusta,Medium,Yes
ELJ-87741-745,20-Feb-2020,48389-71976-JB,E-L-1,4,Devon Magowan,dmagowan6n@fc2.com,United States,Exc,L,1.0 kg,$14.85,$59.40,Excelsa,Light,No
SGI-48226-857,11-Jun-2020,84033-80762-EQ,A-M-2.5,6,Codi Littrell,0,United States,Ara,M,2.5 kg,$25.88,$155.25,Arabica,Medium,Yes
AHV-66988-037,08-Sep-2020,12743-00952-KO,R-M-2.5,2,Christel Speak,0,United States,Rob,M,2.5 kg,$22.89,$45.77,Robusta,Medium,No
ISK-42066-094,28-Mar-2020,41505-42181-EF,E-D-1,3,Sibella Rushbrooke,srushbrooke6q@youku.com,United States,Exc,D,1.0 kg,$12.15,$36.45,Excelsa,Dark,Yes
FTC-35822-530,10-Oct-2020,14307-87663-KB,E-D-0.5,4,Tammie Drynan,tdrynan6r@deviantart.com,United States,Exc,D,0.5 kg,$7.29,$29.16,Excelsa,Dark,Yes
VSS-56247-688,21-May-2022,08360-19442-GB,L-M-2.5,4,Effie Yurkov,eyurkov6s@hud.gov,United States,Lib,M,2.5 kg,$33.47,$133.86,Liberica,Medium,No
HVW-25584-144,30-Apr-2020,93405-51204-UW,L-L-0.2,5,Lexie Mallan,lmallan6t@state.gov,United States,Lib,L,0.2 kg,$4.76,$23.78,Liberica,Light,Yes
MUY-15309-209,12-Dec-2021,97152-03355-IW,L-D-1,3,Georgena Bentjens,gbentjens6u@netlog.com,United Kingdom,Lib,D,1.0 kg,$12.95,$38.85,Liberica,Dark,No
VAJ-44572-469,27-Oct-2020,79216-73157-TE,R-L-0.2,6,Delmar Beasant,0,Ireland,Rob,L,0.2 kg,$3.59,$21.51,Robusta,Light,Yes
YJU-84377-606,07-Jul-2020,20259-47723-AC,A-D-1,1,Lyn Entwistle,lentwistle6w@omniture.com,United States,Ara,D,1.0 kg,$9.95,$9.95,Arabica,Dark,Yes
VNC-93921-469,31-Jan-2020,04666-71569-RI,L-L-1,1,Zacharias Kiffe,zkiffe74@cyberchimps.com,United States,Lib,L,1.0 kg,$15.85,$15.85,Liberica,Light,Yes
OGB-91614-810,18-Feb-2020,08909-77713-CG,R-M-0.2,1,Mercedes Acott,macott6y@pagesperso-orange.fr,United States,Rob,M,0.2 kg,$2.99,$2.99,Robusta,Medium,Yes
BQI-61647-496,13-Jun-2021,84340-73931-VV,E-M-1,5,Connor Heaviside,cheaviside6z@rediff.com,United States,Exc,M,1.0 kg,$13.75,$68.75,Excelsa,Medium,Yes
IOM-51636-823,06-Aug-2022,04609-95151-XH,A-D-1,3,Devy Bulbrook,0,United States,Ara,D,1.0 kg,$9.95,$29.85,Arabica,Dark,No
GGD-38107-641,23-Nov-2021,99562-88650-YF,L-M-1,4,Leia Kernan,lkernan71@wsj.com,United States,Lib,M,1.0 kg,$14.55,$58.20,Liberica,Medium,No
LTO-95975-728,13-Oct-2021,46560-73885-PJ,R-L-0.5,4,Rosaline McLae,rmclae72@dailymotion.com,United Kingdom,Rob,L,0.5 kg,$7.17,$28.68,Robusta,Light,No
IGM-84664-265,31-Aug-2021,80179-44620-WN,R-L-0.5,3,Cleve Blowfelde,cblowfelde73@ustream.tv,United States,Rob,L,0.5 kg,$7.17,$21.51,Robusta,Light,No
SKO-45740-621,16-Jan-2020,04666-71569-RI,L-M-0.5,2,Zacharias Kiffe,zkiffe74@cyberchimps.com,United States,Lib,M,0.5 kg,$8.73,$17.46,Liberica,Medium,Yes
FOJ-02234-063,25-Apr-2022,59081-87231-VP,E-D-2.5,1,Denyse O'Calleran,docalleran75@ucla.edu,United States,Exc,D,2.5 kg,$27.95,$27.95,Excelsa,Dark,Yes
MSJ-11909-468,13-Nov-2021,07878-45872-CC,E-D-2.5,5,Cobby Cromwell,ccromwell76@desdev.cn,United States,Exc,D,2.5 kg,$27.95,$139.73,Excelsa,Dark,No
DKB-78053-329,08-Jun-2021,12444-05174-OO,R-M-0.2,2,Irv Hay,ihay77@lulu.com,United Kingdom,Rob,M,0.2 kg,$2.99,$5.97,Robusta,Medium,No
DFZ-45083-941,21-Nov-2020,34665-62561-AU,R-L-2.5,1,Tani Taffarello,ttaffarello78@sciencedaily.com,United States,Rob,L,2.5 kg,$27.49,$27.49,Robusta,Light,Yes
OTA-40969-710,14-Mar-2019,77877-11993-QH,R-L-1,5,Monique Canty,mcanty79@jigsy.com,United States,Rob,L,1.0 kg,$11.95,$59.75,Robusta,Light,Yes
GRH-45571-667,16-Aug-2019,32291-18308-YZ,E-M-1,3,Javier Kopke,jkopke7a@auda.org.au,United States,Exc,M,1.0 kg,$13.75,$41.25,Excelsa,Medium,No
NXV-05302-067,22-Apr-2019,25754-33191-ZI,L-M-2.5,4,Mar McIver,0,United States,Lib,M,2.5 kg,$33.47,$133.86,Liberica,Medium,No
VZH-86274-142,02-May-2022,53120-45532-KL,R-L-1,5,Arabella Fransewich,0,Ireland,Rob,L,1.0 kg,$11.95,$59.75,Robusta,Light,Yes
KIX-93248-135,11-Feb-2020,36605-83052-WB,A-D-0.5,1,Violette Hellmore,vhellmore7d@bbc.co.uk,United States,Ara,D,0.5 kg,$5.97,$5.97,Arabica,Dark,Yes
AXR-10962-010,28-Mar-2021,53683-35977-KI,E-D-1,2,Myles Seawright,mseawright7e@nbcnews.com,United Kingdom,Exc,D,1.0 kg,$12.15,$24.30,Excelsa,Dark,No
IHS-71573-008,08-May-2021,07972-83134-NM,E-D-0.2,6,Silvana Northeast,snortheast7f@mashable.com,United States,Exc,D,0.2 kg,$3.65,$21.87,Excelsa,Dark,Yes
QTR-19001-114,21-Nov-2019,01035-70465-UO,A-D-1,2,Anselma Attwater,aattwater5u@wikia.com,United States,Ara,D,1.0 kg,$9.95,$19.90,Arabica,Dark,Yes
WBK-62297-910,17-May-2021,25514-23938-IQ,A-D-0.2,2,Monica Fearon,mfearon7h@reverbnation.com,United States,Ara,D,0.2 kg,$2.99,$5.97,Arabica,Dark,No
OGY-19377-175,09-Jul-2019,49084-44492-OJ,E-D-0.5,1,Barney Chisnell,0,Ireland,Exc,D,0.5 kg,$7.29,$7.29,Excelsa,Dark,Yes
ESR-66651-814,20-May-2020,76624-72205-CK,A-D-0.2,4,Jasper Sisneros,jsisneros7j@a8.net,United States,Ara,D,0.2 kg,$2.99,$11.94,Arabica,Dark,Yes
CPX-46916-770,27-Aug-2021,12729-50170-JE,R-L-1,6,Zachariah Carlson,zcarlson7k@bigcartel.com,Ireland,Rob,L,1.0 kg,$11.95,$71.70,Robusta,Light,Yes
MDC-03318-645,30-Apr-2022,43974-44760-QI,A-L-0.2,2,Warner Maddox,wmaddox7l@timesonline.co.uk,United States,Ara,L,0.2 kg,$3.89,$7.77,Arabica,Light,No
SFF-86059-407,03-Jun-2020,30585-48726-BK,A-M-2.5,1,Donnie Hedlestone,dhedlestone7m@craigslist.org,United States,Ara,M,2.5 kg,$25.88,$25.88,Arabica,Medium,No
SCL-94540-788,13-Jun-2022,16123-07017-TY,E-L-2.5,6,Teddi Crowthe,tcrowthe7n@europa.eu,United States,Exc,L,2.5 kg,$34.16,$204.93,Excelsa,Light,No
HVU-21634-076,10-Jun-2020,27723-45097-MH,R-L-2.5,4,Dorelia Bury,dbury7o@tinyurl.com,Ireland,Rob,L,2.5 kg,$27.49,$109.94,Robusta,Light,Yes
XUS-73326-418,18-Dec-2020,37078-56703-AF,E-L-1,6,Gussy Broadbear,gbroadbear7p@omniture.com,United States,Exc,L,1.0 kg,$14.85,$89.10,Excelsa,Light,No
XWD-18933-006,31-Aug-2019,79420-11075-MY,A-L-0.2,2,Emlynne Palfrey,epalfrey7q@devhub.com,United States,Ara,L,0.2 kg,$3.89,$7.77,Arabica,Light,Yes
HPD-65272-772,25-Feb-2019,57504-13456-UO,L-M-2.5,1,Parsifal Metrick,pmetrick7r@rakuten.co.jp,United States,Lib,M,2.5 kg,$33.47,$33.47,Liberica,Medium,Yes
JEG-93140-224,07-Feb-2021,53751-57560-CN,E-M-0.5,5,Christopher Grieveson,0,United States,Exc,M,0.5 kg,$8.25,$41.25,Excelsa,Medium,Yes
NNH-62058-950,14-Jan-2021,96112-42558-EA,E-L-1,4,Karlan Karby,kkarby7t@sbwire.com,United States,Exc,L,1.0 kg,$14.85,$59.40,Excelsa,Light,Yes
LTD-71429-845,24-Feb-2019,03157-23165-UB,A-L-0.5,1,Flory Crumpe,fcrumpe7u@ftc.gov,United Kingdom,Ara,L,0.5 kg,$7.77,$7.77,Arabica,Light,No
MPV-26985-215,23-Jun-2019,51466-52850-AG,R-D-0.5,1,Amity Chatto,achatto7v@sakura.ne.jp,United Kingdom,Rob,D,0.5 kg,$5.37,$5.37,Robusta,Dark,Yes
IYO-10245-081,09-May-2020,57145-31023-FK,E-M-2.5,3,Nanine McCarthy,0,United States,Exc,M,2.5 kg,$31.63,$94.88,Excelsa,Medium,No
BYZ-39669-954,18-Jul-2020,66408-53777-VE,L-L-2.5,1,Lyndsey Megany,0,United States,Lib,L,2.5 kg,$36.46,$36.46,Liberica,Light,No
EFB-72860-209,17-Oct-2019,53035-99701-WG,A-M-0.2,4,Byram Mergue,bmergue7y@umn.edu,United States,Ara,M,0.2 kg,$3.38,$13.50,Arabica,Medium,Yes
GMM-72397-378,16-May-2022,45899-92796-EI,R-L-0.2,4,Kerr Patise,kpatise7z@jigsy.com,United States,Rob,L,0.2 kg,$3.59,$14.34,Robusta,Light,No
LYP-52345-883,24-Mar-2021,17649-28133-PY,E-M-0.5,1,Mathew Goulter,0,Ireland,Exc,M,0.5 kg,$8.25,$8.25,Excelsa,Medium,Yes
